Id,Label,class,methods,constructors,public methods,private methods,static methods,abstract methods,native methods,synchronized methods,final methods,members,public members,private members,protected members,synchronized members,final members,interface classes,abstract classes,directly associated classes,indirectly associated classes,class size,connections
java.awt.Canvas$AccessibleAWTCanvas,AccessibleAWTCanvas,java.awt.Canvas$AccessibleAWTCanvas,1,1,1,0,0,0,0,0,2,2,0,1,0,0,2,0,1,3,1177,3,613
java.sql.SQLFeatureNotSupportedException,SQLFeatureNotSupportedException,java.sql.SQLFeatureNotSupportedException,0,8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,624,1,3
java.security.Signature$Delegate,Delegate,java.security.Signature$Delegate,19,2,1,3,1,0,0,0,4,8,0,8,0,0,4,5,8,19,646,27,4
java.util.regex.Pattern$CharPropertyNames$CharPropertyFactory,CharPropertyFactory,java.util.regex.Pattern$CharPropertyNames$CharPropertyFactory,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,620,1,2894
java.awt.image.renderable.RenderableImage,RenderableImage,java.awt.image.renderable.RenderableImage,11,0,11,0,0,11,0,0,1,1,1,0,0,0,1,1,1,6,1177,12,613
sun.util.locale.LocaleSyntaxException,LocaleSyntaxException,sun.util.locale.LocaleSyntaxException,1,2,1,0,0,0,0,0,1,2,0,2,0,0,1,0,0,1,620,3,2896
javax.crypto.ExemptionMechanismException,ExemptionMechanismException,javax.crypto.ExemptionMechanismException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,7
javax.management.openmbean.CompositeType,CompositeType,javax.management.openmbean.CompositeType,11,1,8,2,2,0,0,0,1,6,0,5,0,0,1,1,2,6,653,17,11
java.security.cert.CertPathValidatorException$Reason,Reason,java.security.cert.CertPathValidatorException$Reason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,623,1,9
java.lang.Byte,Byte,java.lang.Byte,19,2,19,0,8,0,0,0,6,6,4,2,0,0,6,1,2,8,622,26,2
java.util.Collections$SetFromMap,SetFromMap,java.util.Collections$SetFromMap,16,1,15,1,0,0,0,0,2,3,0,3,0,0,2,5,6,12,663,21,47
sun.awt.image.PixelConverter$Xrgb,Xrgb,sun.awt.image.PixelConverter$Xrgb,2,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,17,1177,3,620
java.io.FilePermission,FilePermission,java.io.FilePermission,13,2,5,5,3,0,0,0,10,15,0,15,0,0,10,1,3,10,621,29,2
javax.management.ObjectName$Property,Property,javax.management.ObjectName$Property,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,661,6,21
sun.java2d.pipe.LoopPipe,LoopPipe,sun.java2d.pipe.LoopPipe,19,1,18,1,3,0,0,0,1,1,0,0,0,0,1,7,8,11,1177,25,614
java.util.concurrent.ConcurrentSkipListMap$EntrySet,EntrySet,java.util.concurrent.ConcurrentSkipListMap$EntrySet,9,1,9,0,0,0,0,0,1,1,0,1,0,0,1,2,3,5,642,10,17
java.rmi.server.ObjID,ObjID,java.rmi.server.ObjID,6,3,5,1,2,0,0,0,9,9,3,6,0,0,9,3,3,10,622,16,15
java.awt.FocusManager,FocusManager,java.awt.FocusManager,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,1,2,4,1177,4,616
javax.swing.SwingConstants,SwingConstants,javax.swing.SwingConstants,0,0,0,0,0,0,0,0,19,19,19,0,0,0,19,0,0,0,0,19,56
java.lang.ProcessEnvironment$StringValues,StringValues,java.lang.ProcessEnvironment$StringValues,9,1,8,0,1,0,0,0,1,1,0,1,0,0,1,2,3,6,629,10,5
sun.awt.image.SurfaceManager,SurfaceManager,sun.awt.image.SurfaceManager,12,1,11,0,3,2,0,0,0,2,0,2,0,0,0,2,7,11,1177,14,616
sun.reflect.generics.tree.TypeSignature,TypeSignature,sun.reflect.generics.tree.TypeSignature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,620,1,2905
java.nio.file.DirectoryStream$Filter,Filter,java.nio.file.DirectoryStream$Filter,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,620,1,2907
java.lang.IllegalArgumentException,IllegalArgumentException,java.lang.IllegalArgumentException,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2930
java.awt.image.DirectColorModel,DirectColorModel,java.awt.image.DirectColorModel,27,3,23,4,0,0,0,0,0,17,0,17,0,0,0,0,2,6,1178,44,3
java.sql.SQLXML,SQLXML,java.sql.SQLXML,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0,2,6,9,625,9,13
java.awt.geom.QuadCurve2D$Double,Double,java.awt.geom.QuadCurve2D$Double,11,2,11,0,0,0,0,0,1,7,6,1,0,0,1,1,4,6,641,19,4
java.awt.TextComponent,TextComponent,java.awt.TextComponent,35,1,24,4,0,0,0,0,1,10,0,4,1,0,1,3,6,19,1177,46,616
java.awt.image.BufferedImageOp,BufferedImageOp,java.awt.image.BufferedImageOp,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,1177,5,618
java.awt.Checkbox$AccessibleAWTCheckbox,AccessibleAWTCheckbox,java.awt.Checkbox$AccessibleAWTCheckbox,12,1,12,0,0,0,0,0,2,2,0,1,0,0,2,3,5,10,1177,17,616
java.util.EnumMap$EntryIterator$Entry,Entry,java.util.EnumMap$EntryIterator$Entry,10,2,7,1,2,0,0,0,1,2,0,1,0,0,1,1,2,6,630,13,10
java.rmi.NoSuchObjectException,NoSuchObjectException,java.rmi.NoSuchObjectException,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,621,1,23
java.util.concurrent.ScheduledFuture,ScheduledFuture,java.util.concurrent.ScheduledFuture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,621,2,21
java.nio.channels.FileLock,FileLock,java.nio.channels.FileLock,10,2,10,0,0,2,0,0,4,4,0,4,0,0,4,2,3,6,620,15,2907
java.util.EnumSet$SerializationProxy,SerializationProxy,java.util.EnumSet$SerializationProxy,1,1,0,1,0,0,0,0,3,3,0,3,0,0,3,1,2,4,622,5,6
java.nio.HeapCharBuffer,HeapCharBuffer,java.nio.HeapCharBuffer,18,3,16,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,620,18,1
java.awt.event.MouseWheelListener,MouseWheelListener,java.awt.event.MouseWheelListener,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1177,2,616
javax.print.attribute.Attribute,Attribute,javax.print.attribute.Attribute,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,620,3,18
sun.java2d.pipe.DrawImagePipe,DrawImagePipe,sun.java2d.pipe.DrawImagePipe,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,2,3,7,1177,6,617
sun.java2d.pipe.AlphaColorPipe,AlphaColorPipe,sun.java2d.pipe.AlphaColorPipe,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,1177,9,617
java.awt.Cursor$CursorDisposer,CursorDisposer,java.awt.Cursor$CursorDisposer,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,628,3,622
java.awt.geom.QuadCurve2D$Float,Float,java.awt.geom.QuadCurve2D$Float,12,2,12,0,0,0,0,0,1,7,6,1,0,0,1,1,4,6,641,20,4
javax.swing.JRootPane$DefaultAction,DefaultAction,javax.swing.JRootPane$DefaultAction,3,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1293,6,54
java.nio.channels.SelectableChannel,SelectableChannel,java.nio.channels.SelectableChannel,9,1,9,0,0,8,0,0,0,0,0,0,0,0,0,1,6,9,650,10,51
java.rmi.activation.UnknownGroupException,UnknownGroupException,java.rmi.activation.UnknownGroupException,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,621,1,8
java.text.Normalizer$Form,Form,java.text.Normalizer$Form,2,1,2,0,2,0,0,0,5,5,4,1,0,0,5,0,1,4,622,7,13
java.awt.font.TransformAttribute,TransformAttribute,java.awt.font.TransformAttribute,6,1,4,2,0,0,0,0,2,3,1,1,0,0,2,1,2,8,639,10,620
java.awt.GraphicsConfigTemplate,GraphicsConfigTemplate,java.awt.GraphicsConfigTemplate,2,1,2,0,0,2,0,0,4,4,3,1,0,0,4,1,2,3,1177,7,619
java.util.concurrent.locks.AbstractOwnableSynchronizer,AbstractOwnableSynchronizer,java.util.concurrent.locks.AbstractOwnableSynchronizer,2,1,0,0,0,0,0,0,1,2,0,2,0,0,1,1,1,3,620,5,2909
java.util.ResourceBundle$CacheKeyReference,CacheKeyReference,java.util.ResourceBundle$CacheKeyReference,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,620,1,2908
java.awt.print.Pageable,Pageable,java.awt.print.Pageable,3,0,3,0,0,3,0,0,1,1,1,0,0,0,1,1,1,3,1181,4,5
java.util.WeakHashMap,WeakHashMap,java.util.WeakHashMap,24,4,12,8,4,0,0,0,6,11,0,9,0,0,6,3,5,17,630,36,649
javax.swing.TransferHandler$TransferAction,TransferAction,javax.swing.TransferHandler$TransferAction,6,1,2,2,2,0,0,0,1,2,0,2,0,0,1,2,4,9,1293,9,56
java.awt.print.PrinterException,PrinterException,java.awt.print.PrinterException,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,620,0,9
java.awt.GraphicsCallback$PrintHeavyweightComponentsCallback,PrintHeavyweightComponentsCallback,java.awt.GraphicsCallback$PrintHeavyweightComponentsCallback,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,6,1189,3,9
java.lang.Class,Class,java.lang.Class,112,1,57,43,20,0,28,0,5,28,0,28,0,0,5,9,11,33,620,144,2950
java.util.IdentityHashMap$1,,java.util.IdentityHashMap$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,630,0,12
java.util.concurrent.Executors$DelegatedExecutorService,DelegatedExecutorService,java.util.concurrent.Executors$DelegatedExecutorService,13,1,13,0,0,0,0,0,1,1,0,1,0,0,1,6,8,13,636,14,15
java.awt.JobAttributes$DialogType,DialogType,java.awt.JobAttributes$DialogType,2,1,2,0,0,0,0,0,7,7,3,4,0,0,7,0,1,4,630,9,626
java.awt.Window$AccessibleAWTWindow,AccessibleAWTWindow,java.awt.Window$AccessibleAWTWindow,2,1,2,0,0,0,0,0,2,2,0,1,0,0,2,0,0,4,1177,4,625
sun.java2d.pipe.SpanShapeRenderer$Simple,Simple,sun.java2d.pipe.SpanShapeRenderer$Simple,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,1177,4,621
java.util.EmptyStackException,EmptyStackException,java.util.EmptyStackException,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,621
java.awt.event.ComponentEvent,ComponentEvent,java.awt.event.ComponentEvent,2,1,2,0,0,0,0,0,7,7,6,1,0,0,7,0,2,3,1177,9,624
sun.util.locale.LocaleExtensions,LocaleExtensions,sun.util.locale.LocaleExtensions,14,2,13,1,3,0,0,0,5,5,2,2,0,0,5,3,3,8,620,19,2911
java.io.InputStreamReader,InputStreamReader,java.io.InputStreamReader,5,4,5,0,0,0,0,0,1,1,0,1,0,0,1,0,1,4,623,6,1
java.lang.management.MemoryManagerMXBean,MemoryManagerMXBean,java.lang.management.MemoryManagerMXBean,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,662,4,1
java.awt.Font$FontAccessImpl,FontAccessImpl,java.awt.Font$FontAccessImpl,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1177,4,621
javax.print.DocFlavor$READER,READER,javax.print.DocFlavor$READER,0,1,0,0,0,0,0,0,3,3,2,1,0,0,3,0,0,8,635,3,19
java.util.Collections$SynchronizedSortedMap,SynchronizedSortedMap,java.util.Collections$SynchronizedSortedMap,6,2,6,0,0,0,0,0,2,2,0,2,0,0,2,2,2,5,663,9,47
java.awt.datatransfer.Transferable,Transferable,java.awt.datatransfer.Transferable,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1177,3,627
java.awt.MultipleGradientPaintContext,MultipleGradientPaintContext,java.awt.MultipleGradientPaintContext,14,1,3,9,4,1,0,0,5,25,0,8,17,0,5,1,2,7,1180,40,2
java.awt.ComponentOrientation,ComponentOrientation,java.awt.ComponentOrientation,4,1,4,0,2,0,0,0,7,8,3,5,0,0,7,1,2,5,621,13,627
java.security.Security,Security,java.security.Security,30,1,11,13,30,0,0,0,2,3,0,3,0,0,2,2,3,14,625,33,4
sun.reflect.generics.tree.Signature,Signature,sun.reflect.generics.tree.Signature,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2914
org.xml.sax.ErrorHandler,ErrorHandler,org.xml.sax.ErrorHandler,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,622,3,12
java.util.concurrent.AbstractExecutorService,AbstractExecutorService,java.util.concurrent.AbstractExecutorService,10,1,7,1,0,0,0,0,1,1,0,0,0,0,1,7,8,12,621,12,28
java.util.concurrent.ConcurrentLinkedQueue,ConcurrentLinkedQueue,java.util.concurrent.ConcurrentLinkedQueue,20,2,12,5,1,0,0,0,4,6,0,6,0,0,4,4,5,13,624,28,3
java.net.DatagramSocketImpl,DatagramSocketImpl,java.net.DatagramSocketImpl,19,1,0,0,0,15,0,0,0,2,0,0,2,0,0,1,2,9,622,22,54
javax.management.openmbean.CompositeData,CompositeData,javax.management.openmbean.CompositeData,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0,1,1,4,654,9,10
sun.util.LocaleServiceProviderPool$NullProvider,NullProvider,sun.util.LocaleServiceProviderPool$NullProvider,2,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,3,620,3,2913
java.awt.peer.RobotPeer,RobotPeer,java.awt.peer.RobotPeer,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,638,9,3
javax.swing.Timer,Timer,javax.swing.Timer,32,1,20,3,6,0,0,0,3,12,0,10,1,0,3,4,4,18,1177,45,626
sun.font.FontLineMetrics,FontLineMetrics,sun.font.FontLineMetrics,14,1,14,0,0,0,0,0,2,3,3,0,0,0,2,1,2,5,641,18,621
java.awt.TextArea$AccessibleAWTTextArea,AccessibleAWTTextArea,java.awt.TextArea$AccessibleAWTTextArea,1,1,1,0,0,0,0,0,2,2,0,1,0,0,2,0,0,3,1177,3,621
javax.management.ObjectName$PatternProperty,PatternProperty,javax.management.ObjectName$PatternProperty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,661,0,21
java.security.NoSuchProviderException,NoSuchProviderException,java.security.NoSuchProviderException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2920
java.nio.channels.Channel,Channel,java.nio.channels.Channel,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,620,3,2920
javax.management.openmbean.OpenType,OpenType,javax.management.openmbean.OpenType,16,2,8,5,3,4,0,0,3,8,2,5,0,0,3,3,4,12,626,25,13
java.security.PrivateKey,PrivateKey,java.security.PrivateKey,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,620,2,36
sun.text.bidi.BidiBase$1,,sun.text.bidi.BidiBase$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,652,0,19
java.util.prefs.XmlSupport,XmlSupport,java.util.prefs.XmlSupport,10,1,0,6,10,0,0,0,4,4,0,4,0,0,4,3,6,15,659,14,4
java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask,ScheduledFutureTask,java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask,9,3,6,1,2,0,0,0,3,6,0,3,0,0,3,2,3,7,643,16,4
java.awt.KeyboardFocusManager,KeyboardFocusManager,java.awt.KeyboardFocusManager,97,1,42,10,31,11,1,0,14,36,4,24,0,0,14,8,12,32,1190,135,9
java.awt.Component$FlipSubRegionBufferStrategy,FlipSubRegionBufferStrategy,java.awt.Component$FlipSubRegionBufferStrategy,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,3,1177,4,621
javax.swing.JFrame$AccessibleJFrame,AccessibleJFrame,javax.swing.JFrame$AccessibleJFrame,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1296,3,4
sun.java2d.loops.FillRect$TraceFillRect,TraceFillRect,sun.java2d.loops.FillRect$TraceFillRect,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1177,3,623
java.beans.PropertyChangeSupport$PropertyChangeListenerMap,PropertyChangeListenerMap,java.beans.PropertyChangeSupport$PropertyChangeListenerMap,4,2,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3,5,628,5,689
org.xml.sax.SAXException,SAXException,org.xml.sax.SAXException,4,4,4,0,0,0,0,0,1,2,0,1,0,0,1,0,0,3,620,6,17
java.awt.BufferCapabilities$FlipContents,FlipContents,java.awt.BufferCapabilities$FlipContents,2,1,2,0,0,0,0,0,5,9,4,5,0,0,5,0,1,4,627,11,627
java.util.HashMap$Entry,Entry,java.util.HashMap$Entry,8,1,6,0,0,0,0,0,2,4,0,0,0,0,2,1,1,5,620,13,2921
sun.font.EAttribute,EAttribute,sun.font.EAttribute,4,1,4,0,3,0,0,0,28,28,24,1,0,0,28,0,1,5,625,32,624
java.awt.peer.TextAreaPeer,TextAreaPeer,java.awt.peer.TextAreaPeer,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,1,3,1177,5,623
java.lang.SecurityManager,SecurityManager,java.lang.SecurityManager,47,1,34,6,2,0,5,0,2,9,0,8,1,0,2,0,2,9,620,56,2922
java.util.Collections$ReverseComparator,ReverseComparator,java.util.Collections$ReverseComparator,3,1,2,1,0,0,0,0,2,2,0,1,0,0,2,3,3,6,663,7,47
java.rmi.Remote,Remote,java.rmi.Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
sun.awt.SunGraphicsCallback,SunGraphicsCallback,sun.awt.SunGraphicsCallback,4,1,3,0,0,1,0,0,4,4,3,1,0,0,4,1,3,8,1180,8,12
sun.java2d.pipe.hw.ExtendedBufferCapabilities$VSyncType,VSyncType,sun.java2d.pipe.hw.ExtendedBufferCapabilities$VSyncType,3,1,3,0,2,0,0,0,4,5,3,2,0,0,4,0,1,4,629,8,626
java.io.ObjectInput,ObjectInput,java.io.ObjectInput,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,2,2,5,620,9,2933
sun.reflect.ReflectionFactory$GetReflectionFactoryAction,GetReflectionFactoryAction,sun.reflect.ReflectionFactory$GetReflectionFactoryAction,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,620,3,2923
java.awt.MediaTracker,MediaTracker,java.awt.MediaTracker,24,1,19,4,0,0,0,0,6,8,4,1,0,0,6,1,4,6,1179,33,3
javax.management.InvalidApplicationException,InvalidApplicationException,javax.management.InvalidApplicationException,0,1,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,2,620,2,21
java.lang.Cloneable,Cloneable,java.lang.Cloneable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959
java.util.TreeMap,TreeMap,java.util.TreeMap,74,4,36,15,16,0,0,0,5,11,0,11,0,0,5,12,15,34,645,88,34
java.util.logging.LogManager$LogNode,LogNode,java.util.logging.LogManager$LogNode,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,646,4,49
java.awt.MenuContainer,MenuContainer,java.awt.MenuContainer,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,1177,3,629
java.lang.management.MemoryNotificationInfo,MemoryNotificationInfo,java.lang.management.MemoryNotificationInfo,4,2,4,0,1,0,0,0,5,5,2,3,0,0,5,1,1,5,657,9,1
sun.text.normalizer.NormalizerBase$IsPrevNFDSafe,IsPrevNFDSafe,sun.text.normalizer.NormalizerBase$IsPrevNFDSafe,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,648,2,11
java.awt.event.InputMethodEvent,InputMethodEvent,java.awt.event.InputMethodEvent,9,3,8,1,0,0,0,0,5,10,4,5,0,0,5,1,2,7,1177,19,624
java.security.cert.CertPathBuilderException,CertPathBuilderException,java.security.cert.CertPathBuilderException,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,3
java.nio.channels.MembershipKey,MembershipKey,java.nio.channels.MembershipKey,8,1,8,0,0,8,0,0,0,0,0,0,0,0,0,1,2,6,624,8,53
java.security.interfaces.ECKey,ECKey,java.security.interfaces.ECKey,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,625,1,2
java.io.ObjectOutputStream$PutFieldImpl,PutFieldImpl,java.io.ObjectOutputStream$PutFieldImpl,12,1,10,1,0,0,0,0,4,4,0,3,0,0,4,1,2,8,620,16,2927
java.util.Formatter,Formatter,java.util.Formatter,18,16,8,6,8,0,0,0,4,8,0,8,0,0,4,4,5,18,620,28,2930
java.util.Formatter$BigDecimalLayoutForm,BigDecimalLayoutForm,java.util.Formatter$BigDecimalLayoutForm,2,1,2,0,2,0,0,0,3,3,2,1,0,0,3,0,1,4,620,5,2926
sun.rmi.runtime.Log$LogFactory,LogFactory,sun.rmi.runtime.Log$LogFactory,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,657,1,22
sun.font.AttributeValues,AttributeValues,sun.font.AttributeValues,96,1,88,8,14,0,0,0,3,30,1,29,0,0,3,3,4,18,1177,127,624
java.lang.UnsupportedOperationException,UnsupportedOperationException,java.lang.UnsupportedOperationException,0,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,620,1,2935
java.awt.event.KeyEvent,KeyEvent,java.awt.event.KeyEvent,16,4,12,4,4,0,1,0,201,209,200,6,0,0,201,0,1,5,1177,225,630
java.util.concurrent.ConcurrentHashMap$Segment,Segment,java.util.concurrent.ConcurrentHashMap$Segment,8,1,0,3,0,0,0,0,3,7,0,1,0,0,3,1,1,5,620,16,2929
java.util.WeakHashMap$EntrySet,EntrySet,java.util.WeakHashMap$EntrySet,8,2,7,1,0,0,0,0,1,1,0,0,0,0,1,2,3,5,630,9,654
java.lang.RuntimeException,RuntimeException,java.lang.RuntimeException,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,620,1,2945
java.net.SocketAddress,SocketAddress,java.net.SocketAddress,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,620,1,2931
sun.font.Font2DHandle,Font2DHandle,sun.font.Font2DHandle,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1177,1,624
java.lang.Error,Error,java.lang.Error,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,620,1,2930
java.awt.Container$DropTargetEventTargetFilter,DropTargetEventTargetFilter,java.awt.Container$DropTargetEventTargetFilter,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,1177,3,625
sun.java2d.loops.DrawRect$TraceDrawRect,TraceDrawRect,sun.java2d.loops.DrawRect$TraceDrawRect,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1177,3,625
java.rmi.AlreadyBoundException,AlreadyBoundException,java.rmi.AlreadyBoundException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,5
javax.swing.KeyStroke,KeyStroke,javax.swing.KeyStroke,7,2,7,0,7,0,0,0,1,1,0,1,0,0,1,0,0,5,1180,8,60
java.util.regex.Pattern$Category,Category,java.util.regex.Pattern$Category,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,620,2,2929
java.util.EnumMap$EntrySet,EntrySet,java.util.EnumMap$EntrySet,8,2,7,1,0,0,0,0,1,1,0,0,0,0,1,1,2,4,630,9,10
java.lang.Enum,Enum,java.lang.Enum,13,1,9,2,1,0,0,0,2,2,0,2,0,0,2,2,4,11,620,17,2944
java.beans.beancontext.BeanContextMembershipEvent,BeanContextMembershipEvent,java.beans.beancontext.BeanContextMembershipEvent,4,2,4,0,0,0,0,0,1,2,0,1,1,0,1,2,3,4,633,6,28
org.w3c.dom.CDATASection,CDATASection,org.w3c.dom.CDATASection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,640,1,20
java.security.Policy,Policy,java.security.Policy,19,1,12,4,11,0,0,0,2,4,1,3,0,0,2,1,5,15,636,23,8
java.util.XMLUtils$EH,EH,java.util.XMLUtils$EH,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,649,4,4
sun.nio.cs.StreamEncoder,StreamEncoder,sun.nio.cs.StreamEncoder,20,3,11,4,4,0,0,0,3,11,0,10,0,0,3,1,7,12,620,31,2931
java.text.FieldPosition,FieldPosition,java.text.FieldPosition,14,3,9,2,2,0,0,0,0,4,0,1,0,0,0,1,1,7,620,18,2933
java.rmi.AccessException,AccessException,java.rmi.AccessException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,621,1,5
java.awt.peer.MenuBarPeer,MenuBarPeer,java.awt.peer.MenuBarPeer,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,1177,4,626
java.text.AttributedString$AttributedStringIterator,AttributedStringIterator,java.text.AttributedString$AttributedStringIterator,24,1,21,3,0,0,0,0,1,8,0,7,0,0,1,3,3,6,623,33,3
sun.text.normalizer.NormalizerBase$QuickCheckResult,QuickCheckResult,sun.text.normalizer.NormalizerBase$QuickCheckResult,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,648,1,14
java.awt.Font,Font,java.awt.Font,74,7,57,11,14,0,1,0,25,40,17,18,4,0,25,4,9,27,1177,115,634
java.util.Collections$CopiesList,CopiesList,java.util.Collections$CopiesList,8,1,8,0,0,0,0,0,4,4,0,1,0,0,4,3,4,6,663,14,47
java.text.spi.DateFormatProvider,DateFormatProvider,java.text.spi.DateFormatProvider,3,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,632,3,5
java.rmi.activation.ActivationGroupID,ActivationGroupID,java.rmi.activation.ActivationGroupID,3,1,3,0,0,0,0,0,1,3,0,3,0,0,1,2,2,4,640,7,8
java.util.BitSet,BitSet,java.util.BitSet,44,3,34,10,6,0,0,0,7,10,0,9,0,0,7,2,4,11,621,56,2
java.util.regex.Pattern$Begin,Begin,java.util.regex.Pattern$Begin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,620,1,2932
sun.awt.image.PixelConverter$Bgrx,Bgrx,sun.awt.image.PixelConverter$Bgrx,2,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,17,1177,3,632
java.util.WeakHashMap$1,,java.util.WeakHashMap$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,630,0,657
java.awt.print.Printable,Printable,java.awt.print.Printable,1,0,1,0,0,1,0,0,2,2,2,0,0,0,2,0,1,3,1180,3,6
java.security.AlgorithmParameterGeneratorSpi,AlgorithmParameterGeneratorSpi,java.security.AlgorithmParameterGeneratorSpi,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,5,625,3,1
sun.java2d.loops.DrawGlyphListAA$TraceDrawGlyphListAA,TraceDrawGlyphListAA,sun.java2d.loops.DrawGlyphListAA$TraceDrawGlyphListAA,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,1177,3,627
java.util.concurrent.Executor,Executor,java.util.concurrent.Executor,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2937
sun.reflect.generics.tree.ShortSignature,ShortSignature,sun.reflect.generics.tree.ShortSignature,2,1,2,0,1,0,0,0,0,1,0,1,0,0,0,2,2,4,620,4,2937
